frame_id,instrument,verb,target,phase,triplet,tool_bbox_x,tool_bbox_y,tool_bbox_w,tool_bbox_h,operator,iscrowd,area,score,intraoperative_track,intracorporeal_track,visibility_track,visibility,crowded,visible,occluded,bleeding,smoke,blurred,undercoverage,reflection,stainedlens
7176,3,-1,-1,0,-1,0.23185011709601874,0.6104166666666667,0.06206088992974239,0.08125,3,0,58014.00000000001,1,1,1,1,1,0,1,0,0,0,0,0,0,0
7226,3,-1,-1,0,-1,0.21779859484777517,0.30833333333333335,0.5480093676814989,0.33541666666666664,3,0,27528,1,1,1,1,1,0,1,0,0,0,0,0,0,0
7251,3,-1,-1,0,-1,0.2259953161592506,0.23958333333333334,0.38992974238875877,0.26458333333333334,3,0,22195,1,1,1,1,1,0,1,0,0,0,0,0,0,0
7276,3,-1,-1,0,-1,0.1990632318501171,0.30416666666666664,0.2939110070257611,0.225,3,0,24819.999999999996,1,1,1,1,1,0,1,0,0,0,0,0,0,0
7301,3,-1,-1,0,-1,0.3372365339578454,0.5416666666666666,0.21194379391100704,0.14791666666666667,3,0,74880,1,1,1,1,1,0,1,0,0,0,0,0,0,0
7351,3,-1,-1,0,-1,0.2903981264637002,0.4895833333333333,0.6276346604215457,0.45208333333333334,3,0,58279.99999999999,1,1,1,1,1,0,1,0,0,0,0,0,0,0
7376,3,-1,-1,0,-1,0.13934426229508196,0.4625,0.12177985948477751,0.13958333333333334,3,0,26417.999999999996,1,1,1,1,1,0,1,0,0,0,0,0,0,0
7426,3,-1,-1,0,-1,0.4964871194379391,0.5166666666666667,0.3618266978922717,0.22083333333333333,3,0,105152.00000000001,1,1,1,1,1,0,1,0,0,0,0,0,0,0
7451,3,-1,-1,0,-1,0.6405152224824356,0.35625,0.20140515222482436,0.20833333333333334,3,0,93537,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7501,3,-1,-1,0,-1,0.6229508196721312,0.4479166666666667,0.0585480093676815,0.15625,3,0,114380.00000000001,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7526,3,-1,-1,0,-1,0.6088992974238876,0.5208333333333334,0.07377049180327869,0.15416666666666667,3,0,130000.00000000001,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7551,3,-1,-1,0,-1,0.5573770491803278,0.4125,0.08196721311475409,0.1375,3,0,94247.99999999999,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7576,3,-1,-1,0,-1,0.5456674473067916,0.49166666666666664,0.09484777517564402,0.10416666666666667,3,0,109976,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7601,3,-1,-1,0,-1,0.5913348946135831,0.5770833333333333,0.05503512880562061,0.14166666666666666,3,0,139885,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7626,3,-1,-1,0,-1,0.5714285714285714,0.5625,0.07962529274004684,0.125,3,0,131760,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7651,3,-1,-1,0,-1,0.5456674473067916,0.5854166666666667,0.10304449648711944,0.1125,3,0,130946.00000000003,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7676,3,-1,-1,0,-1,0.5562060889929742,0.4666666666666667,0.10421545667447307,0.13541666666666666,3,0,106400,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7701,3,-1,-1,0,-1,0.4882903981264637,0.625,0.18618266978922718,0.13125,3,0,125100,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7876,3,-1,-1,0,-1,0.4203747072599532,0.0020833333333333333,0.42505854800936765,0.23125,3,0,359,1,1,1,1,1,0,1,0,0,0,0,0,0,0
7951,3,-1,-1,0,-1,0.7587822014051522,0.2916666666666667,0.06908665105386416,0.08958333333333333,3,0,90720,1,1,1,1,1,0,1,0,0,0,0,1,0,0
7976,3,-1,-1,0,-1,0.6826697892271663,0.5916666666666667,0.17798594847775176,0.14166666666666666,3,0,165572,1,1,1,1,1,0,1,0,0,0,0,1,0,0
8001,3,-1,-1,0,-1,0.6569086651053864,0.6708333333333333,0.18149882903981265,0.14791666666666667,3,0,180642,1,1,1,1,1,0,1,0,0,0,0,1,0,0
8026,3,-1,-1,0,-1,0.5901639344262295,0.675,0.11475409836065574,0.15,3,0,163296.00000000003,1,1,1,1,1,0,1,0,0,0,0,1,0,0
8051,3,-1,-1,0,-1,0.8067915690866511,0.7708333333333334,0.05035128805620609,0.10208333333333333,3,0,254930.00000000003,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8051,0,-1,-1,0,-1,0.16276346604215455,0.54375,0.46604215456674475,0.33958333333333335,1,0,36279,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8076,0,-1,-1,0,-1,0.16627634660421545,0.5229166666666667,0.4238875878220141,0.29583333333333334,1,0,35642.00000000001,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8076,3,-1,-1,0,-1,0.3407494145199063,0.44375,0.11241217798594848,0.14166666666666666,3,0,61983,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8101,3,-1,-1,0,-1,0.5526932084309133,0.5083333333333333,0.24355971896955503,0.1875,3,0,115167.99999999997,1,1,1,1,1,0,1,0,0,0,0,1,0,0
8126,0,-1,-1,0,-1,0.43208430913348944,0.20416666666666666,0.20725995316159251,0.075,1,0,36162,1,2,2,2,1,0,1,0,0,0,0,1,0,0
8151,0,-1,-1,0,-1,0.24473067915690866,0.2125,0.49063231850117095,0.22291666666666668,1,0,21318,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8151,3,-1,-1,0,-1,0.49882903981264637,0.07708333333333334,0.23302107728337237,0.10625,3,0,15762,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8176,0,-1,-1,0,-1,0.3395784543325527,0.5,0.4344262295081967,0.18333333333333332,1,0,69600,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8176,3,-1,-1,0,-1,0.6311475409836066,0.37916666666666665,0.2259953161592506,0.12291666666666666,3,0,98098,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8201,3,-1,-1,0,-1,0.5761124121779859,0.25833333333333336,0.24004683840749413,0.08333333333333333,3,0,61008.00000000001,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8201,0,-1,-1,0,-1,0.2576112412177986,0.5604166666666667,0.45081967213114754,0.23958333333333334,1,0,59180,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8226,0,-1,-1,0,-1,0.26697892271662765,0.7625,0.45550351288056207,0.14791666666666667,1,0,83448.00000000001,1,2,2,2,1,0,1,0,0,0,0,1,0,0
8251,3,-1,-1,0,-1,0.550351288056206,0.16875,0.3805620608899297,0.5854166666666667,3,0,38070,1,1,1,1,1,0,1,1,0,0,0,0,0,0
8251,0,-1,-1,0,-1,0.15105386416861827,0.86875,0.477751756440281,0.1125,1,0,53793.00000000001,1,2,2,2,1,0,1,1,0,0,0,0,0,0
8276,3,-1,-1,0,-1,0.6159250585480094,0.4708333333333333,0.20023419203747073,0.12708333333333333,3,0,118876,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8276,0,-1,-1,0,-1,0.3091334894613583,0.8333333333333334,0.36533957845433257,0.10625,1,0,105600,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8301,0,-1,-1,0,-1,0.319672131147541,0.7708333333333334,0.36885245901639346,0.10625,1,0,101010,1,2,2,2,1,0,1,0,0,0,0,1,0,0
8326,3,-1,-1,0,-1,0.4648711943793911,0.4083333333333333,0.3629976580796253,0.325,3,0,77812,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8326,0,-1,-1,0,-1,0.24824355971896955,0.7541666666666667,0.3665105386416862,0.16041666666666668,1,0,76744,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8351,0,-1,-1,0,-1,0.275175644028103,0.74375,0.36533957845433257,0.1375,1,0,83894.99999999999,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8351,3,-1,-1,0,-1,0.3875878220140515,0.11041666666666666,0.3840749414519906,0.28125,3,0,17543,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8376,3,-1,-1,0,-1,0.41217798594847777,0.22708333333333333,0.3477751756440281,0.3229166666666667,3,0,38368,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8376,0,-1,-1,0,-1,0.2786885245901639,0.8791666666666667,0.3864168618266979,0.10416666666666667,1,0,100435.99999999999,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8401,0,-1,-1,0,-1,0.2939110070257611,0.8854166666666666,0.34660421545667447,0.10208333333333333,1,0,106674.99999999999,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8401,3,-1,-1,0,-1,0.4028103044496487,0.25833333333333336,0.35011709601873536,0.20625,3,0,42656,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8426,0,-1,-1,0,-1,0.2716627634660422,0.8333333333333334,0.36885245901639346,0.10208333333333333,1,0,92800.00000000001,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8426,3,-1,-1,0,-1,0.4180327868852459,0.2708333333333333,0.3231850117096019,0.16458333333333333,3,0,46410,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8451,0,-1,-1,0,-1,0.26346604215456676,0.8020833333333334,0.36065573770491804,0.11458333333333333,1,0,86625,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8451,3,-1,-1,0,-1,0.4063231850117096,0.29583333333333334,0.3255269320843091,0.14583333333333334,3,0,49274,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8476,0,-1,-1,0,-1,0.27049180327868855,0.8083333333333333,0.3805620608899297,0.15,1,0,89628.00000000001,1,2,2,2,1,0,1,1,0,0,0,1,0,0
8476,3,-1,-1,0,-1,0.45550351288056207,0.3145833333333333,0.3126463700234192,0.15,3,0,58739,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8501,3,-1,-1,0,-1,0.5889929742388759,0.49166666666666664,0.21662763466042154,0.2375,3,0,118707.99999999999,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8526,3,-1,-1,0,-1,0.5140515222482436,0.30625,0.2903981264637002,0.30625,3,0,64533.000000000015,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8551,3,-1,-1,0,-1,0.4812646370023419,0.31875,0.3161592505854801,0.2708333333333333,3,0,62883,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8576,3,-1,-1,0,-1,0.4566744730679157,0.36875,0.34543325526932084,0.27708333333333335,3,0,69030,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8601,3,-1,-1,0,-1,0.47540983606557374,0.42083333333333334,0.319672131147541,0.18541666666666667,3,0,82012,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8651,0,-1,-1,0,-1,0.2927400468384075,0.975,0.26346604215456676,0.022916666666666665,1,0,117000,1,2,2,3,1,0,1,1,0,1,0,1,0,0
8651,3,-1,-1,0,-1,0.4238875878220141,0.4166666666666667,0.3700234192037471,0.24166666666666667,3,0,72400,1,1,1,1,1,0,1,1,0,1,0,1,0,0
8676,3,-1,-1,0,-1,0.41217798594847777,0.35208333333333336,0.3700234192037471,0.25416666666666665,3,0,59488,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8701,3,-1,-1,0,-1,0.3946135831381733,0.3875,0.38524590163934425,0.225,3,0,62682,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8726,3,-1,-1,0,-1,0.3770491803278688,0.375,0.4203747072599532,0.29583333333333334,3,0,57960,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8751,3,-1,-1,0,-1,0.36768149882903983,0.37916666666666665,0.41217798594847777,0.30625,3,0,57147.99999999999,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8776,3,-1,-1,0,-1,0.4718969555035129,0.48333333333333334,0.30562060889929743,0.2604166666666667,3,0,93496,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8801,3,-1,-1,0,-1,0.4882903981264637,0.45208333333333334,0.28688524590163933,0.30833333333333335,3,0,90489,1,1,1,1,1,0,1,0,0,1,0,1,0,0
8826,3,-1,-1,0,-1,0.6182669789227166,0.42916666666666664,0.16510538641686182,0.275,3,0,108768,1,1,1,1,1,0,1,0,0,0,0,1,0,0
8851,3,-1,-1,0,-1,0.5245901639344263,0.5583333333333333,0.2540983606557377,0.30416666666666664,3,0,120064,1,1,1,1,1,0,1,0,0,0,0,1,0,0
8876,3,-1,-1,0,-1,0.5679156908665105,0.45416666666666666,0.21194379391100704,0.26666666666666666,3,0,105729.99999999999,1,1,1,1,1,0,1,0,0,0,0,1,0,0
8926,3,-1,-1,0,-1,0.37822014051522246,0.5541666666666667,0.2857142857142857,0.23125,3,0,85918,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8926,0,-1,-1,0,-1,0.20491803278688525,0.7583333333333333,0.30679156908665106,0.14791666666666667,1,0,63699.99999999999,1,2,2,4,1,0,1,1,0,0,0,1,0,0
8951,3,-1,-1,0,-1,0.38524590163934425,0.6020833333333333,0.2822014051522248,0.2,3,0,95080.99999999999,1,1,1,1,1,0,1,0,0,0,0,1,0,0
8976,3,-1,-1,0,-1,0.5936768149882904,0.6979166666666666,0.17330210772833723,0.20208333333333334,3,0,169845,1,1,1,1,1,0,1,1,0,0,0,1,0,0
8976,0,-1,-1,0,-1,0.2259953161592506,0.6083333333333333,0.21311475409836064,0.18125,1,0,56355.99999999999,1,2,2,4,1,0,1,1,0,0,0,1,0,0
9001,3,-1,-1,0,-1,0.5327868852459017,0.8041666666666667,0.21779859484777517,0.19166666666666668,3,0,175630.00000000003,1,1,1,1,1,0,1,1,0,0,0,1,0,0
9001,0,-1,-1,0,-1,0.22833723653395785,0.5958333333333333,0.17447306791569087,0.18333333333333332,1,0,55770,1,2,2,4,1,0,1,1,0,0,0,1,0,0
9026,0,-1,-1,0,-1,0.24355971896955503,0.6541666666666667,0.15456674473067916,0.19791666666666666,1,0,65312,1,2,2,4,1,0,1,0,0,0,0,1,0,0
9051,0,-1,-1,0,-1,0.2388758782201405,0.6791666666666667,0.3559718969555035,0.30416666666666664,1,0,66504,1,2,2,4,1,0,1,0,0,0,0,1,0,0
9076,0,-1,-1,0,-1,0.22950819672131148,0.5166666666666667,0.5480093676814989,0.27708333333333335,1,0,48608.00000000001,1,2,2,4,1,0,1,0,0,0,0,1,0,0
9101,0,-1,-1,0,-1,0.21428571428571427,0.6354166666666666,0.4918032786885246,0.18958333333333333,1,0,55815,1,2,2,4,1,0,1,0,0,0,0,1,0,0
9126,0,-1,-1,0,-1,0.20608899297423888,0.6770833333333334,0.5035128805620609,0.19583333333333333,1,0,57200,1,2,2,4,1,0,1,0,0,0,0,1,0,0
9151,0,-1,-1,0,-1,0.22482435597189696,0.6979166666666666,0.4613583138173302,0.20208333333333334,1,0,64320,1,2,2,4,1,0,1,1,0,0,0,1,0,0
9151,3,-1,-1,0,-1,0.43208430913348944,0.45208333333333334,0.3360655737704918,0.43125,3,0,80073,1,1,1,5,1,0,1,1,0,0,0,1,0,0
9176,3,-1,-1,0,-1,0.41920374707259955,0.3958333333333333,0.3442622950819672,0.3416666666666667,3,0,68019.99999999999,1,1,1,5,1,0,1,1,0,0,0,1,0,0
9176,0,-1,-1,0,-1,0.22365339578454332,0.7229166666666667,0.5058548009367682,0.19166666666666668,1,0,66277,1,2,2,4,1,0,1,1,0,0,0,1,0,0
9201,3,-1,-1,0,-1,0.3665105386416862,0.42083333333333334,0.39227166276346603,0.3125,3,0,63226,1,1,1,5,1,0,1,1,1,0,0,1,0,0
9201,0,-1,-1,0,-1,0.2259953161592506,0.725,0.509367681498829,0.19166666666666668,1,0,67163.99999999999,1,2,2,4,1,0,1,1,1,0,0,1,0,0
9226,3,-1,-1,0,-1,0.3793911007025761,0.43125,0.382903981264637,0.25416666666666665,3,0,67068,1,1,1,5,1,0,1,1,1,0,0,1,0,0
9226,0,-1,-1,0,-1,0.2224824355971897,0.7125,0.5163934426229508,0.2,1,0,64980,1,2,2,4,1,0,1,1,1,0,0,1,0,0
9251,0,-1,-1,0,-1,0.2224824355971897,0.69375,0.5199063231850117,0.2125,1,0,63270,1,2,2,4,1,0,1,1,1,0,0,1,0,0
9251,3,-1,-1,0,-1,0.382903981264637,0.4375,0.3805620608899297,0.24583333333333332,3,0,68670,1,1,1,5,1,0,1,1,1,0,0,1,0,0
9276,3,-1,-1,0,-1,0.3840749414519906,0.45,0.38992974238875877,0.21458333333333332,3,0,70848,1,1,1,5,1,0,1,1,1,0,0,1,0,0
9276,0,-1,-1,0,-1,0.22833723653395785,0.6895833333333333,0.5175644028103045,0.20208333333333334,1,0,64545,1,2,2,4,1,0,1,1,1,0,0,1,0,0
9301,0,-1,-1,0,-1,0.2459016393442623,0.7916666666666666,0.4953161592505855,0.19583333333333333,1,0,79800,1,2,2,4,1,0,1,1,1,0,0,1,0,0
9301,3,-1,-1,0,-1,0.563231850117096,0.56875,0.20608899297423888,0.2,3,0,131312.99999999997,1,1,1,5,1,0,1,1,1,0,0,1,0,0
9326,0,-1,-1,0,-1,0.21662763466042154,0.7729166666666667,0.446135831381733,0.22291666666666668,1,0,68635,1,2,2,4,1,0,1,1,1,0,0,1,0,0
9326,3,-1,-1,0,-1,0.33021077283372363,0.4,0.41920374707259955,0.4625,3,0,54144.00000000001,1,1,1,5,1,0,1,1,1,0,0,1,0,0
9351,0,-1,-1,0,-1,0.2306791569086651,0.8145833333333333,0.44379391100702575,0.18333333333333332,1,0,77027,1,2,2,4,1,0,1,1,1,0,0,1,0,0
9351,3,-1,-1,0,-1,0.35714285714285715,0.5291666666666667,0.3981264637002342,0.3333333333333333,3,0,77470,1,1,1,5,1,0,1,1,1,0,0,1,0,0
9376,3,-1,-1,0,-1,0.3185011709601874,0.4666666666666667,0.4414519906323185,0.3541666666666667,3,0,60928,1,1,1,5,1,0,1,1,1,0,0,1,0,0
9376,0,-1,-1,0,-1,0.23653395784543327,0.7916666666666666,0.49063231850117095,0.20416666666666666,1,0,76760,1,2,2,4,1,0,1,1,1,0,0,1,0,0
9401,3,-1,-1,0,-1,0.34543325526932084,0.49375,0.41100702576112413,0.45,3,0,69915,1,1,1,5,1,0,1,1,0,0,0,1,0,0
9401,0,-1,-1,0,-1,0.25175644028103045,0.8875,0.17447306791569087,0.11041666666666666,1,0,91590,1,2,2,4,1,0,1,1,0,0,0,1,0,0
9426,3,-1,-1,0,-1,0.3161592505854801,0.55625,0.44379391100702575,0.3416666666666667,3,0,72090,1,1,1,5,1,0,1,1,0,0,0,1,0,0
9426,0,-1,-1,0,-1,0.24707259953161592,0.9,0.17330210772833723,0.09791666666666667,1,0,91152,1,2,2,4,1,0,1,1,0,0,0,1,0,0
9451,0,-1,-1,0,-1,0.2540983606557377,0.9020833333333333,0.43676814988290397,0.09583333333333334,1,0,93961,1,2,2,4,1,0,1,1,0,0,0,1,0,0
9451,3,-1,-1,0,-1,0.27400468384074944,0.55,0.48243559718969553,0.34375,3,0,61776.00000000001,1,1,1,5,1,0,1,1,0,0,0,1,0,0
9476,0,-1,-1,0,-1,0.2505854800936768,0.8895833333333333,0.17096018735362997,0.10833333333333334,1,0,91377.99999999999,1,2,2,4,1,0,1,1,0,0,0,1,0,0
9476,3,-1,-1,0,-1,0.30327868852459017,0.5770833333333333,0.45550351288056207,0.31875,3,0,71742.99999999999,1,1,1,5,1,0,1,1,0,0,0,1,0,0
9501,3,-1,-1,0,-1,0.4929742388758782,0.6145833333333334,0.26697892271662765,0.37916666666666665,3,0,124195.00000000001,1,1,1,5,1,0,1,0,0,0,0,1,0,0
9526,3,-1,-1,0,-1,0.33021077283372363,0.6708333333333333,0.4215456674473068,0.25,3,0,90803.99999999999,1,1,1,5,1,0,1,0,0,0,0,1,0,0
9551,3,-1,-1,0,-1,0.3009367681498829,0.68125,0.33840749414519905,0.23958333333333334,3,0,84039,1,1,1,5,1,0,1,0,0,0,0,1,0,0
9576,0,-1,-1,0,-1,0.22716627634660422,0.7979166666666667,0.18618266978922718,0.2,1,0,74302,1,2,2,6,1,0,1,1,0,0,0,1,0,0
9576,3,-1,-1,0,-1,0.5562060889929742,0.6979166666666666,0.20140515222482436,0.16041666666666668,3,0,159124.99999999997,1,1,1,5,1,0,1,1,0,0,0,1,0,0
9601,0,-1,-1,0,-1,0.09133489461358314,0.7333333333333333,0.5831381733021077,0.25833333333333336,1,0,27455.999999999996,1,2,2,6,1,0,1,1,0,0,0,1,0,0
9601,3,-1,-1,0,-1,0.6241217798594848,0.6770833333333334,0.27400468384074944,0.14791666666666667,3,0,173225,1,1,1,5,1,0,1,1,0,0,0,1,0,0
9626,3,-1,-1,0,-1,0.4332552693208431,0.46875,0.13700234192037472,0.11875,3,0,83250,1,1,1,5,1,0,1,1,0,1,0,0,0,0
9626,0,-1,-1,0,-1,0.4426229508196721,0.75,0.23653395784543327,0.14791666666666667,1,0,136080,1,2,2,6,1,0,1,1,0,1,0,0,0,0
9651,3,-1,-1,0,-1,0.36885245901639346,0.44375,0.11358313817330211,0.11666666666666667,3,0,67095,1,1,1,5,1,0,1,1,0,1,0,0,0,0
9651,0,-1,-1,0,-1,0.07377049180327869,0.48333333333333334,0.3337236533957845,0.30833333333333335,1,0,14616,1,2,2,6,1,0,1,1,0,1,0,0,0,0
9676,0,-1,-1,0,-1,0.3700234192037471,0.5729166666666666,0.1791569086651054,0.22083333333333333,1,0,86900,1,2,2,6,1,0,1,1,0,0,0,0,0,1
9676,3,-1,-1,0,-1,0.4648711943793911,0.32708333333333334,0.1721311475409836,0.16041666666666668,3,0,62329,1,1,1,5,1,0,1,1,0,0,0,0,0,1
9701,0,-1,-1,0,-1,0.351288056206089,0.68125,0.24355971896955503,0.31666666666666665,1,0,98100,1,2,2,6,1,0,1,1,0,0,0,0,0,0
9701,3,-1,-1,0,-1,0.41569086651053866,0.40208333333333335,0.23653395784543327,0.31875,3,0,68515,1,1,1,5,1,0,1,1,0,0,0,0,0,0
9726,0,-1,-1,0,-1,0.35714285714285715,0.6833333333333333,0.265807962529274,0.3104166666666667,1,0,100040,1,2,2,6,1,0,1,1,0,0,0,0,0,0
9726,3,-1,-1,0,-1,0.4637002341920375,0.4270833333333333,0.202576112412178,0.20416666666666666,3,0,81180,1,1,1,5,1,0,1,1,0,0,0,0,0,0
9751,0,-1,-1,0,-1,0.3442622950819672,0.7020833333333333,0.2775175644028103,0.29583333333333334,1,0,99078,1,2,2,6,1,0,1,1,0,0,0,0,0,0
9751,3,-1,-1,0,-1,0.47540983606557374,0.4583333333333333,0.1405152224824356,0.2,3,0,89319.99999999999,1,1,1,5,1,0,1,1,0,0,0,0,0,0
9776,0,-1,-1,0,-1,0.3665105386416862,0.7854166666666667,0.22482435597189696,0.21041666666666667,1,0,118001,1,2,2,6,1,0,1,1,0,0,0,0,0,0
9776,3,-1,-1,0,-1,0.41100702576112413,0.3854166666666667,0.2857142857142857,0.33541666666666664,3,0,64935,1,1,1,5,1,0,1,1,0,0,0,0,0,0
9801,3,-1,-1,0,-1,0.4168618266978923,0.40208333333333335,0.23185011709601874,0.27708333333333335,3,0,68708,1,1,1,5,1,0,1,1,0,0,0,0,0,0
9801,0,-1,-1,0,-1,0.3700234192037471,0.78125,0.23185011709601874,0.21041666666666667,1,0,118500,1,2,2,6,1,0,1,1,0,0,0,0,0,0
9826,0,-1,-1,0,-1,0.33489461358313816,0.70625,0.28688524590163933,0.2875,1,0,96954,1,2,2,6,1,0,1,1,0,0,0,0,0,0
9826,3,-1,-1,0,-1,0.4016393442622951,0.38333333333333336,0.1451990632318501,0.1875,3,0,63112.00000000001,1,1,1,5,1,0,1,1,0,0,0,0,0,0
9851,3,-1,-1,0,-1,0.5573770491803278,0.39375,0.36885245901639346,0.3645833333333333,3,0,89963.99999999999,1,1,1,5,1,0,1,1,0,1,0,0,0,0
9851,0,-1,-1,0,-1,0.3255269320843091,0.5666666666666667,0.2646370023419204,0.325,1,0,75616,1,2,2,6,1,0,1,1,0,1,0,0,0,0
9876,3,-1,-1,0,-1,0.46252927400468385,0.325,0.4601873536299766,0.375,3,0,61620,1,1,1,5,1,0,1,1,0,0,0,0,0,0
9876,0,-1,-1,0,-1,0.32903981264637,0.55625,0.19320843091334894,0.225,1,0,75027,1,2,2,6,1,0,1,1,0,0,0,0,0,0
9901,0,-1,-1,0,-1,0.33021077283372363,0.6416666666666667,0.1955503512880562,0.24583333333333332,1,0,86856.00000000001,1,2,2,6,1,0,1,1,0,0,0,0,0,0
9901,3,-1,-1,0,-1,0.4309133489461358,0.39791666666666664,0.2423887587822014,0.26666666666666666,3,0,70288,1,1,1,5,1,0,1,1,0,0,0,0,0,0
